1;Koavf;1480343;AC, AP, EC, EV, F, IP, Rv, Ro, TE
662;Patrick;66894;Ab, Ad
663;Delusion23;66891;AP
664;Andycjp;66882;
665;Plucas58;66773;AP
666;Skyblueshaun;66723;Rv
667;JHunterJ;66699;Ad
668;[Placeholder];66695;
669;West Virginian;66678;AP, Rv
670;Hebrides;66670;AP, Rv
671;Jpbowen;66489;AP, Rv
672;Dabomb87;66454;
673;Hullaballoo Wolfowitz;66451;Rv
674;The-Pope;66225;AP, Rv, Ro
675;Wolbo;66185;AP, Rv
676;Tomas e;66179;AP, Rv, Ro
677;Alaney2k;66058;AP, Rv
678;Bobblewik;66026;
679;WikiDan61;65860;Rv
680;[Placeholder];65569;
681;Jared Preston;65510;AP, Rv, Ro
682;Tpbradbury;65506;AP, Rv, Ro
683;Seaphoto;65478;Rv, Ro
684;Luna Santin;65325;
685;WilliamJE;65238;AP, Rv
686;BlackJack;65217;AP, Rv
687;Carcharoth;65141;Ad
688;Auric;65045;AP, Rv
689;Timbouctou;64854;AP, Rv
690;Levineps;64853;
691;Varlaam;64823;
692;Biscuittin;64804;AP, Rv
693;Aleksandr Grigoryev;64796;AP, Rv
694;HangingCurve;64792;Rv, Ro
695;Aymatth2;64694;AP, Rv, Ro
696;Josve05a;64646;Rv, Ro
697;DISEman;64633;AP, Rv
698;Fraggle81;64584;Rv, Ro
699;Therequiembellishere;64561;Rv, Ro
700;DuncanHill;64513;AP, IP, Rv, Ro
701;Tnxman307;64361;
702;Bearian;64332;AP, Ro
703;George Ho;64300;F
704;BeenAroundAWhile;64288;F, Rv
705;Dwanyewest;64185;AP, Rv
706;Arctic.gnome;64128;Ad
707;Chensiyuan;64066;AP, IP
708;Angusmclellan;63983;Ad
709;MONGO;63975;AP, F, Rv, Ro
710;Jogurney;63935;AP, Rv
711;DagosNavy;63892;
712;Paul A;63785;Ad
713;Ssriram mt;63720;
714;Marine 69-71;63654;Ad
715;SqueakBox;63628;
716;Mgiganteus1;63597;AP, Rv
717;Skyerise;63597;Rv, Ro
718;Epipelagic;63562;AP, Rv
719;Tom Morris;63520;Ad
720;TheCatalyst31;63370;Ad
721;Illegitimate Barrister;63276;AP, TE
722;Parsecboy;63262;Ad
723;Sjones23;63180;Rv, Ro
724;Capricorn42;63117;Ro
725;EchetusXe;63084;AP, F, Rv, Ro
726;Bzuk;63056;AP, Rv, Ro
727;[Placeholder];62992;
728;Jimp;62970;Ad
729;CaroleHenson;62922;AP, EV
730;Jayron32;62915;Ad
731;DerBorg;62908;AP, F, Rv, Ro
732;Vrenator;62805;Rv, Ro
733;Jax 0677;62701;AP
734;RexNL;62490;
735;Cuchullain;62473;Ad
736;Pmanderson;62436;AP, Rv
737;Dsp13;62428;AP, Rv
738;Od Mishehu AWB;62343;AP, Rv
739;Pvmoutside;62178;AP, Rv
740;Nimetapoeg;62152;
741;GoldRingChip;62147;Ad
742;Bencherlite;62121;Ad
743;JASpencer;62120;AP, Rv, Ro
744;Wiki alf;62119;
745;Serendipodous;62087;AP, EV, Rv, Ro
746;Neutralhomer;61971;AP, F, Rv
747;NotWith;61905;
748;KylieTastic;61888;AP, Rv, Ro
749;Kingturtle;61730;B, Ad
750;Jason Rees;61717;AP, Rv, Ro, TE
751;FunkMonk;61713;AP, Rv
752;Boghog;61706;AP, Rv, Ro, TE
753;Status;61700;AP, F, Rv, Ro, TE
754;Miller17CU94;61525;AP, Rv
755;Ymblanter;61386;Ad
756;Bignole;61357;Rv
757;Bruce1ee;61304;AP, Rv, Ro
758;Bsuorangecrush;61112;AP, Rv
759;Girolamo Savonarola;60982;AP, Rv
760;Ianblair23;60980;Ad
761;Durova;60682;AP, Rv, Ro
762;PRehse;60495;
763;Europe22;60413;AP, Rv, Ro
764;Mdnavman;60395;AP, Rv
765;Mel Etitis;60375;
766;SNIyer12;60297;
767;Yeepsi;60261;
768;Jusdafax;60243;Rv, Ro
769;Lds;60155;AP, Rv, Ro
770;117Avenue;60141;AP, F, Rv, Ro, TE
771;Mike Rosoft;60100;Ad
772;Ceyockey;60078;Ad
773;B;59997;Ad
774;Skomorokh;59989;AP, Rv
775;IllaZilla;59984;AP, F, Rv, Ro
776;Timtrent;59980;AP, Rv
777;Boing! said Zebedee;59834;
778;Geniac;59810;Ad
779;Otto4711;59599;
780;Gorobay;59587;
781;GB fan;59549;Ab, O, Ad
782;Mojo Hand;59433;Ad
783;Zscout370;59330;Ad
784;Ikip;59234;
785;MSGJ;59172;Ad
786;Nakon;59160;Ab, Ad
787;Chrisjnelson;59104;
788;CJCurrie;59050;Ad
789;Carrite;58999;AP, Rv, Ro
790;AnonMoos;58949;AP, Rv
791;Dewritech;58941;
792;Djflem;58840;Rv
793;Jezhotwells;58749;AP, Rv
794;Rjanag;58675;Ad
795;Tjmayerinsf;58637;AP, Rv
796;William M. Connolley;58625;AP, Rv, Ro
797;Alai;58547;
798;Enkyo2;58409;AP, Rv
799;Reddi;58326;AP
800;Cgingold;58322;Rv
801;Reaper Eternal;58238;Ab, Ch, Ad
802;Magicpiano;58231;AP, Rv, Ro
803;TimVickers;58110;Ad
804;Ynhockey;58030;Ad
805;Captain panda;57990;AP, Rv, Ro
806;John K;57900;Ad
807;Jerome Kohl;57852;AP, Rv, Ro
808;Struway2;57792;AP, Rv, Ro
809;TakuyaMurata;57778;Rv
810;Conquistador2k6;57713;AP, Rv
811;FruitMonkey;57693;AP, Rv
812;JNW;57663;AP, Rv, Ro
813;Chris j wood;57630;AP
814;Ed Poor;57582;
815;FisherQueen;57520;Ad
816;Mikemor92;57486;AP
817;Sabrebd;57466;AP, Rv, Ro
818;Llywrch;57436;Ad
819;Brad101;57398;AP, Rv, Ro
820;Marc87;57370;AP
821;Agne27;57328;AP, Rv, Ro
822;Hamish59;57264;
823;Pol098;57246;Rv
824;Hawkeye7;57238;AP, F, Rv, Ro
825;Velella;57199;AP, Rv, Ro
826;Qwyrxian;57186;
827;Rcsprinter123;57185;F, Ro
828;Alientraveller;57141;Rv
829;Allen3;57060;Ad
830;Tedder;56949;Ab, Ad
831;TubularWorld;56930;AP, Rv
832;PericlesofAthens;56904;AP, Rv
833;Grafen;56826;Rv, Ro
834;ChrisTheDude;56805;Ad
835;Ericorbit;56759;Ad
836;Redtigerxyz;56694;AP, F, Rv, Ro
837;Morwen;56691;Ad
838;CeeGee;56591;AP, Rv
839;Wuhwuzdat;56580;
840;Classicfilms;56576;AP
841;Golbez;56570;Ad
842;Rsrikanth05;56531;AP, Rv, Ro
843;Holiday56;56530;AP, Rv
844;Sphilbrick;56523;Ad
845;Director;56503;AP, Rv
846;Captain Assassin!;56454;AP, F, Rv, Ro
847;Beland;56296;Ad
848;Choess;56287;Ad
849;Jwillbur;56253;AP, Rv
850;Rrburke;56241;Rv, Ro
851;Lackett;56085;
852;Jenks24;56030;Ad
853;ArtVandelay13;56006;AP, Rv
854;TomCat4680;55999;Rv
855;Kingjeff;55926;AP, IP
856;Wildhartlivie;55910;AP, Rv, Ro
857;DMighton;55892;AP, Rv
858;Chrishmt0423;55729;AP, Rv, Ro
859;Surtsicna;55720;AP
860;Kukini;55597;
861;Jpgordon;55536;Ch, Ad
862;Moondyne;55535;Ad
863;MrX;55484;AP, F, Rv, Ro
864;Rmhermen;55443;Ad
865;Green Cardamom;55424;AP, Rv, Ro
866;Arbor to SJ;55390;Rv, Ro
867;Guat6;55360;
868;Anythingyouwant;55353;Rv
869;Ipigott;55333;AP, Rv
870;Everymorning;55208;AP, Rv, Ro
871;Nev1;55188;Ad
872;Hwy43;55183;AP
873;WesleyDodds;55176;AP, Rv, Ro
874;Mar4d;55154;AP
875;GTBacchus;55112;AP, F, Ro
876;Tokyogirl79;55099;Ad
877;Melesse;54977;Ad
878;Postcard Cathy;54935;
879;MichaelQSchmidt;54922;Ad
880;Drovethrughosts;54876;Ro
881;Rd232;54863;
882;Kingpin13;54735;Ab, Ad
883;Frickeg;54727;AP, Rv
884;Werieth;54678;
885;Trusilver;54659;AP, Rv, Ro
886;Randykitty;54631;Ad
887;Geraldo Perez;54530;IP, Rv, Ro
888;CyberSkull;54527;
889;Wtshymanski;54509;
890;Rangoon11;54477;
891;Brewcrewer;54449;AP, Rv
892;Ottawahitech;54445;
893;King of Hearts;54347;Ab, Ad
894;Keilana;54305;EC, EV, O, Ad
895;Valentinian;54131;
896;Steam5;54129;Rv
897;Tinucherian;54049;Ad
898;Logan;53975;F, Rv, Ro
899;Traveler100;53889;F, Rv, Ro
900;Piano non troppo;53873;Ro
901;Merovingian;53852;Ad
902;John Cline;53839;AP, EV, F, IP, Rv, Ro
903;Loremaster;53751;Rv
904;Mailer diablo;53711;Ch, O, Ad
905;Doniago;53691;Rv, Ro
906;Meco;53690;
907;AustralianRupert;53690;AP, F, Rv, Ro
908;ZappaOMati;53686;AP, Rv
909;Savidan;53686;Ad
910;Jj137;53686;
911;AlexiusHoratius;53660;Ad
912;Jim.henderson;53635;AC, AP, EC, Rv, Ro
913;Mathewignash;53624;AP
914;Fastily;53601;
915;Addshore;53575;Ab, B, Ad
916;Theroadislong;53574;AP, Rv, Ro
917;Chiswick Chap;53499;AP, Rv, Ro
918;Bretonbanquet;53387;AP, Rv, Ro
919;MelbourneStar;53342;AP, Rv, Ro
920;Bobrayner;53282;AC, AP, EV, Rv, Ro
921;Merbabu;53262;AP, Rv, Ro
922;ASDFGH;53241;AP, Rv
923;Dreadstar;53180;
924;Ram-Man;53047;
925;Per Honor et Gloria;53031;AP, Rv
926;A Nobody;53000;
927;Thine Antique Pen;52990;AP, Rv, Ro
928;Pichpich;52981;AP, Rv, Ro
929;Yintan;52979;Rv, Ro
930;Giraffedata;52914;
931;LittleWink;52913;
932;Skinsmoke;52909;AP, Rv
933;Trekphiler;52877;AP, Rv
934;WikiOriginal-9;52858;AP
935;Candlewicke;52784;AP, Rv, Ro
936;Michig;52757;Ad
937;The Banner;52700;AP, Rv, Ro
938;The ed17;52663;Ad
939;Dewelar;52643;AP, Rv, Ro
940;Curps;52628;
941;ProveIt;52626;Ad
942;SwisterTwister;52617;AP, Ro
943;Boneyard90;52607;
944;Pjoef;52605;MM
945;Joseph A. Spadaro;52595;
946;Gilo1969;52551;AP, Rv
947;Anne Delong;52547;Ad
948;Jerem43;52513;AP, Rv, Ro, TE
949;Dana boomer;52505;Ad
950;Emperor;52440;Ad
951;Srnec;52438;AP, Rv
952;Crystallina;52432;Ro
953;Soxrock;52423;
954;Jack1956;52416;AP, IP, Rv
955;Omicronpersei8;52319;
956;Typ932;52299;AP, Rv, Ro
957;Ops Monitor (WMF);52293;
958;Ixfd64;52283;Ab, Ad
959;Kaldari;52276;AP, F, Rv, Ro
960;Omnedon;52265;AP, Rv, Ro
961;Spinningspark;52234;Ab, Ad
962;SchroCat;52229;AP, Rv, Ro
963;Shshshsh;52190;Rv, Ro
964;Dlohcierekim;52184;
965;PDH;52166;
966;JuneGloom07;52162;AP, Rv, Ro
967;WLU;52157;AP, Rv, Ro
968;Jonesey95;52103;TE
969;Thryduulf;52043;Ch, O, Ad
970;Nishkid64;51980;
971;Mr. Stradivarius;51961;Ad
972;Jerzy;51940;Ad
973;Edokter;51928;Ad
974;Sundostund;51920;F
975;Garion96;51846;Ad
976;Pietaster;51787;AP, Rv
977;Mackensen;51780;Ad
978;Nfc123;51704;AP, Rv
979;PANONIAN;51642;AP
980;Dennis Brown;51637;Ab, Ad
981;Gyrofrog;51587;Ad
982;とある白い猫;51476;F, Rv, Ro
983;Resolute;51412;Ad
984;E-Kartoffel;51339;AP, Rv
985;Afil;51297;AP, Rv
986;Ruhrfisch;51295;Ad
987;Andreasegde;51262;Rv
988;Mattinbgn;51247;Ad
989;DragonflySixtyseven;51236;Ad
990;ST47;51226;Ad
991;Volunteer Marek;51207;AP, Rv, Ro
992;INeverCry;51203;AP, F, Rv, Ro
993;Drilnoth;51187;Ab, Ad
994;Gerry D;51173;AP, Rv, Ro
995;Sturmvogel 66;51166;AP, Rv, Ro
996;FT2;51116;Ab, Ad
997;[Placeholder];51108;
998;EoGuy;51091;Rv
999;Mark Staffieri;51088;AP, Rv, Ro
1000;Victoriaearle;51057;AP, Rv, Ro
1001–2000[edit];;;
No.;User;Edit count;User groups
1001;Rkitko;51035;Ad
1002;Snowolf;51016;O, Ad
1003;Adam Bishop;51012;Ad
1004;SMasters;51008;F, Rv, Ro
1005;Dave logic;50945;
1006;RenamedUser01302013;50914;
1007;Wadewitz;50892;
1008;Sionk;50853;Ro
1009;Maunus;50851;AP, Rv, Ro
1010;Rlandmann;50824;Ad
1011;Blethering Scot;50824;AP, Rv, Ro
1012;AdamDeanHall;50821;Rv
1013;Hektor;50771;AP
1014;Art LaPella;50746;Ad
1015;Timeshift9;50746;AP, Rv
1016;Onorem;50725;Rv, Ro
1017;Hoary;50720;Ad
1018;Canysp;50667;
1019;Qyd;50651;AP, Rv
1020;Jokestress;50614;AP, Rv, Ro
1021;PFHLai;50603;Ad
1022;Royalbroil;50577;Ad
1023;CBM;50577;F, IP, Ro, TE
1024;Againme;50557;AP, Rv
1025;Benjiboi;50496;
1026;Dodger67;50433;Rv, Ro
1027;Black Kite;50433;Ad
1028;Wayne Slam;50397;Rv, Ro
1029;Sarah777;50310;Rv, Ro
1030;TheMightyPeanut;50242;AP
1031;K6ka;50153;AP, Rv, Ro
1032;Jonkerz;50113;AP
1033;Hchc2009;50106;AP
1034;1exec1;50085;Rv, Ro
1035;Aitias;50076;Ro
1036;Gareth Griffith-Jones;50043;Rv, Ro
1037;Katieh5584;50027;Ro
1038;MrOllie;50021;
1039;Mushroom;49913;Ad
1040;Polylerus;49876;AP, Rv
1041;NoseNuggets;49870;
1042;5 albert square;49843;Ad
1043;Andrew Gray;49834;Ab, Ad
1044;Stuartyeates;49776;AP, EV, Rv, Ro
1045;Edison;49711;Ad
1046;SGGH;49689;
1047;Dolovis;49683;AP
1048;De728631;49677;Ad
1049;Marudubshinki;49641;
1050;Ian Rose;49541;AP, MM, Rv, Ro
1051;Ketiltrout;49528;AP, Rv
1052;Trust Is All You Need;49496;AP, Rv
1053;King of the North East;49407;AP, Rv
1054;J 1982;49334;AP
1055;Versus22;49292;Ro
1056;Denisarona;49275;Rv, Ro
1057;Stephenb;49273;Rv
1058;Bidgee;49263;AP, Rv, Ro
1059;[Placeholder];49225;
1060;Y2kcrazyjoker4;49173;Rv
1061;Bashereyre;49094;AP, Rv
1062;CutOffTies;49020;Rv, Ro
1063;LadyofShalott;49017;EV, Ad
1064;Circeus;49001;Ad
1065;ElKevbo;48979;Ro
1066;[Placeholder];48975;
1067;Hurricanehink;48904;Ad
1068;Mitchazenia;48888;EC, Ad
1069;L Kensington;48869;Rv, Ro
1070;Mhockey;48850;AP
1071;CAWylie;48787;AP, Rv
1072;Notafly;48783;AP, Rv
1073;Retired username;48708;
1074;TUF-KAT;48707;
1075;CanadianLinuxUser;48694;Rv, Ro
1076;Mike Cline;48678;EC, Ad
1077;Jytdog;48670;AP, Rv, Ro
1078;Tagishsimon;48655;AP, Rv
1079;Sreejithk2000;48616;AP, F, Rv, Ro
1080;JIP;48561;Ad
1081;Sbmeirow;48558;Ro
1082;Caerwine;48546;Ro
1083;MusiCitizen;48532;AP, Rv
1084;Delirium;48503;Ad
1085;Pinkadelica;48447;Rv, Ro
1086;Greenshed;48373;AP, Rv
1087;Cavarrone;48362;AP
1088;Davewild;48355;Ad
1089;Hertz1888;48328;Rv, Ro
1090;Trackinfo;48320;AP, Rv
1091;Marketdiamond;48275;
1092;Peter coxhead;48267;AP, Rv, Ro, TE
1093;Camboxer;48267;
1094;Apparition11;48254;Rv, Ro
1095;Simon Burchell;48234;AP, Rv, Ro
1096;Max24;48201;AP
1097;KnowledgeOfSelf;48141;
1098;GoPurpleNGold24;48134;
1099;Gilabrand;48119;
1100;Mdd;47994;AP
1101;Shyamal;47947;Ad
1102;CTF83!;47898;AP, F, Rv, Ro
1103;Nikki311;47896;
1104;Aelfthrytha;47846;Rv
1105;Brews ohare;47827;
1106;Jetstreamer;47764;AP, Rv, Ro
1107;Jengod;47716;Ad
1108;JamesAM;47681;
1109;Gwen Gale;47672;Ad
1110;ThinkBlue;47647;AP, Rv, Ro
1111;N. Harmonik;47642;
1112;EEMIV;47641;IP, Rv, Ro
1113;Danbarnesdavies;47601;AP, Rv, Ro
1114;MisfitToys;47598;Ad
1115;DASonnenfeld;47478;Rv
1116;Brianhe;47465;AP, IP, Rv, Ro
1117;Guettarda;47396;Ad
1118;Tintor2;47328;Rv
1119;Skysmith;47279;AP, Rv
1120;Tiptoety;47278;Ab, Ch, Ad
1121;Nil Einne;47264;Rv, Ro
1122;Just Chilling;47251;Ad
1123;Aleenf1;47248;AP, Rv, Ro
1124;SatyrTN;47186;Ad
1125;Xufanc;47158;AP, IP, Rv
1126;Christian75;47003;Rv, Ro
1127;Gwillhickers;46954;F, Rv, Ro
1128;Emeraude;46952;AP, Rv
1129;Paul Erik;46945;Ad
1130;[Placeholder];46937;
1131;Old Moonraker;46902;Rv, Ro
1132;Seth Ilys;46881;
1133;Nedim Ardoğa;46850;AP, Rv
1134;Cla68;46820;AP, Rv
1135;Tom harrison;46789;Ad
1136;Prayerfortheworld;46788;AP
1137;Kingboyk;46707;Ad
1138;Shirt58;46680;Ad
1139;TreasuryTag;46643;
1140;Oleg Alexandrov;46611;Ad
1141;Evolution2k8;46586;
1142;Yamamoto Ichiro;46548;Ad
1143;Moonraker;46528;AP, Rv, Ro
1144;Ravichandar84;46521;AP, Rv, Ro
1145;Sven Manguard;46501;AP, F, Rv, Ro, TE
1146;BullRangifer;46476;AP, Rv, Ro
1147;Calistemon;46471;AP, Rv
1148;Alexk785;46362;AP, Rv
1149;The Emperor's New Spy;46318;AP
1150;Aiman abmajid;46274;
1151;Liftarn;46261;
1152;SnapSnap;46133;Rv
1153;Avraham;46056;Ab, B, Ch, O, Ad
1154;We hope;46034;F, Rv, Ro
1155;Chowbok;46010;AP, F, Rv, Ro
1156;PMDrive1061;46004;
1157;Fratrep;45975;
1158;Acad Ronin;45968;AP, Rv, Ro
1159;Kerry Raymond;45930;AC, AP, EP, CI
1160;Mr Hall of England;45886;
1161;Maile66;45872;AP, Rv, Ro
1162;Irishguy;45851;
1163;Wwoods;45849;Ad
1164;JPG-GR;45819;Ad
1165;DARTH SIDIOUS 2;45798;Rv, Ro
1166;Kolindigo;45783;AP, Rv
1167;Reedmalloy;45757;AP
1168;Σ;45645;AP, Rv, Ro
1169;Uncle G;45555;Ad
1170;Johnfos;45528;AP, Rv, Ro
1171;Antidiskriminator;45526;AP, Ro
1172;Jayen466;45512;AP, Rv, Ro
1173;Pdfpdf;45454;
1174;A. B.;45428;
1175;Miyagawa;45417;AP, MM, Rv, Ro
1176;Ericystephi;45375;AP, Rv
1177;Amaury;45365;Ro
1178;Hammersoft;45356;
1179;Steven Walling;45336;Ad
1180;Angela;45320;Ad
1181;Vanished user ewfisn2348tui2f8n2fio2utjfeoi210r39jf;45314;
1182;New Age Retro Hippie;45311;AP, F
1183;Penbat;45310;
1184;Rrius;45260;AP, Rv, Ro
1185;PhnomPencil;45230;AP, Rv
1186;WDGraham;45201;AP, Rv, Ro
1187;Callanecc;45196;Ab, Ch, O, Ad
1188;FkpCascais;45155;AP, Rv, Ro
1189;Pumpie;45119;
1190;Gimmetrow;45106;Ad
1191;Jojhutton;45082;IP, Rv, Ro
1192;Alex Bakharev;45050;Ad
1193;Keith-264;44966;
1194;SusanLesch;44947;AP, Rv, Ro
1195;Kittybrewster;44898;Rv, Ro
1196;EncMstr;44894;Ab, Ad
1197;FoCuSandLeArN;44842;AP
1198;Rosser1954;44838;AP, Rv
1199;TTN;44825;
1200;Jeff3000;44807;Rv, Ro
1201;Polaron;44789;AP
1202;R-41;44778;
1203;MacGyverMagic;44753;
1204;Catapult;44687;
1205;Arsenikk;44672;Ad
1206;Caldorwards4;44602;AP, Rv
1207;Tim riley;44559;AC, AP, Rv, Ro
1208;Tgeairn;44551;Rv, Ro
1209;Frecklefoot;44499;AP, Rv
1210;Wikid77;44476;AP, TE
1211;Onel5969;44444;AP, Rv, Ro
1212;Tedickey;44442;Rv, Ro
1213;LauraHale;44425;AP, Rv, Ro
1214;Bejnar;44417;AP, Rv, Ro
1215;Chandan Guha;44392;AP, IP, Rv
1216;Disavian;44375;AP, EV, F, Rv, Ro
1217;Huaiwei;44373;
1218;RichardF;44370;
1219;Zanhe;44340;AP, Rv
1220;Cyphoidbomb;44239;AP, Rv, Ro
1221;Fabregas0414;44170;
1222;Giants27;44096;AP, Rv, Ro
1223;JuJube;44091;
1224;Afasmit;44044;AP, Rv
1225;Magiciandude;44035;AP, Rv, Ro
1226;Carabinieri;44033;Ad
1227;Mentifisto;43936;O, Ad
1228;Hiding;43887;Ad
1229;Midnightblueowl;43879;AP
1230;The JPS;43874;Ad
1231;SarekOfVulcan;43836;Ad
1232;Alison;43835;Ab, Ch, O, Ad
1233;Canglesea;43826;AP, Rv
1234;Delldot;43819;Ad
1235;CapitalR;43796;Ad
1236;Stefanomione;43761;Rv, Ro
1237;Raymarcbadz;43726;AP
1238;Chubbles;43712;AP, Rv
1239;VernoWhitney;43710;Ad
1240;Shortride;43572;Rv
1241;AngusWOOF;43559;Rv
1242;Keithbob;43494;Rv, Ro
1243;SQGibbon;43490;Rv, Ro
1244;NeoBatfreak;43475;
1245;EdJohnston;43451;Ad
1246;Jac16888;43432;Ad
1247;LibStar;43356;Rv, Ro
1248;Jiang;43343;Ad
1249;Evrik;43311;AP, Rv, Ro
1250;Benlisquare;43304;AP, F, Rv, Ro
1251;Lil-unique1;43290;F, Rv, Ro
1252;Realist2;43276;AP, Rv, Ro
1253;Jesse V.;43244;EV, IP, Rv, Ro
1254;CJLL Wright;43238;
1255;Gwern;43219;AP, Rv, Ro
1256;Stevertigo;43141;
1257;Anotherclown;43141;AP, F, Rv
1258;AGK;43090;Ab, Ch, O, Ad
1259;Gareth E Kegg;43087;AP, Rv
1260;Dweller;43067;B, O, Ad
1261;JLaTondre;43046;Ad
1262;ChildofMidnight;43041;
1263;ChrisO~enwiki;43032;
1264;WolfmanSF;43016;AP, Rv
1265;AlbertSM;43002;Rv
1266;Czar;42984;CI, EV, Ad
1267;LeaveSleaves;42926;Ro
1268;Jarble;42910;
1269;GAThrawnIGF;42899;AP, Rv
1270;Buster7;42898;Rv, Ro
1271;HiLo48;42846;Rv, Ro
1272;Mikael Häggström;42807;AP, Rv, Ro
1273;Vanjagenije;42680;AP, Rv, Ro
1274;Yunshui;42666;Ch, EV, O, Ad
1275;Thegreatdr;42627;AP, Rv, Ro
1276;Volcanoguy;42623;AP, Rv, Ro
1277;Eurodog;42605;
1278;Noq;42602;Rv, Ro
1279;John254;42562;
1280;[Placeholder];42554;
1281;Stan Shebs;42552;B, Ad
1282;Cwmhiraeth;42541;AP, Ro
1283;Robert Moore;42511;AP, Rv
1284;HelloAnnyong;42509;Ad
1285;Masonpatriot;42507;AP, Rv, Ro
1286;Georgejdorner;42505;AP, Rv
1287;Titoxd;42487;Ad
1288;Appraiser;42464;
1289;ERcheck;42438;Ad
1290;SNUGGUMS;42430;Rv, Ro
1291;[Placeholder];42388;
1292;Bazonka;42343;AP, Rv, TE
1293;Blueboar;42317;Rv
1294;Berean Hunter;42286;Ad
1295;Koplimek;42234;AP
1296;Big iron;42228;AP, Rv
1297;Canadaolympic989;42188;
1298;Luk;42138;Ab, Ad
1299;Before My Ken;42112;
1300;Marcocapelle;42095;
1301;Fat&Happy;42060;Rv
1302;North8000;42046;Rv, Ro
1303;FayssalF;42033;
1304;Manxruler;42030;AP, Rv, Ro
1305;AxG;42014;AP, Rv, Ro, TE
1306;Fred Bauder;41995;Ad
1307;SuperMarioMan;41962;Ad
1308;Montell 74;41945;AP, Ro
1309;Matej1234;41919;
1310;Equazcion;41919;AP, Rv, Ro, TE
1311;Mark Miller;41910;Rv, Ro
1312;ACSE;41870;AP, Rv, Ro
1313;GabeMc;41831;F, Rv, Ro
1314;Eagles247;41826;Ad
1315;WQUlrich;41823;AP, Rv
1316;X96lee15;41786;AP, Rv
1317;Emerson7;41776;AP, Rv
1318;Nergaal;41767;AP, IP, Rv, Ro
1319;MisterCake;41755;AP
1320;Parrot of Doom;41735;AP, Rv, Ro
1321;Swampyank;41721;AP, Rv
1322;Brian0918;41717;Ad
1323;I9Q79oL78KiL0QTFHgyc;41698;Ro
1324;Mzajac;41689;Ad
1325;Catgamer;41656;
1326;James086;41601;Ad
1327;Fetchcomms;41587;Ab
1328;Lambiam;41586;AP
1329;Chrisdoyleorwell;41567;AP
